AAPL,MSI,SBUX
43.064998626708984,90.55000305175781,57.630001068115234
43.057498931884766,89.91000366210938,58.709999084472656
43.25749969482422,90.66000366210938,58.93000030517578
43.75,91.87999725341797,59.61000061035156
43.587501525878906,92.81999969482422,59.310001373291016
43.58250045776367,92.12000274658203,59.18000030517578
43.5724983215332,92.37999725341797,59.81999969482422
43.81999969482422,93.55000305175781,60.0
44.272499084472656,96.56999969482422,60.400001525878906
44.04750061035156,95.86000061035156,60.560001373291016
44.775001525878906,97.27999877929688,60.65999984741211
44.814998626708984,97.5,61.09000015258789
44.6150016784668,97.80000305175781,61.2599983215332
44.25,97.33000183105469,61.40999984741211
44.2599983215332,96.76000213623047,61.689998626708984
43.55500030517578,95.83999633789062,60.83000183105469
42.77750015258789,97.68000030517578,60.54999923706055
42.877498626708984,99.0,57.9900016784668
41.9900016784668,99.18000030517578,57.02000045776367
41.74250030517578,99.80000305175781,57.189998626708984
41.85749816894531,99.45999908447266,56.810001373291016
41.94499969482422,99.12000274658203,56.0
40.125,103.87000274658203,55.77000045776367
39.122501373291016,101.05999755859375,54.689998626708984
40.75749969482422,102.76000213623047,55.61000061035156
39.8849983215332,102.62999725341797,54.459999084472656
38.787498474121094,98.73999786376953,53.77000045776367
39.102500915527344,99.12999725341797,54.58000183105469
40.6775016784668,101.30000305175781,55.380001068115234
41.084999084472656,101.94000244140625,55.66999816894531
41.842498779296875,105.0199966430664,55.9900016784668
43.247501373291016,106.12999725341797,56.58000183105469
43.10749816894531,105.91000366210938,56.47999954223633
42.962501525878906,105.75,55.970001220703125
42.76750183105469,104.98999786376953,56.099998474121094
43.125,104.7300033569336,55.400001525878906
43.875,106.7300033569336,56.13999938964844
44.74250030517578,106.81999969482422,57.16999816894531
44.59749984741211,106.62000274658203,56.56999969482422
44.529998779296875,106.1500015258789,57.099998474121094
43.75,106.31999969482422,56.16999816894531
44.0525016784668,106.29000091552734,56.93000030517578
44.20500183105469,107.2699966430664,56.9900016784668
44.16749954223633,108.37999725341797,57.029998779296875
43.75749969482422,108.83999633789062,57.029998779296875
44.23500061035156,108.47000122070312,57.470001220703125
44.994998931884766,109.08999633789062,58.459999084472656
45.43000030517578,108.8499984741211,59.400001525878906
44.99250030517578,109.22000122070312,59.04999923706055
44.61000061035156,108.94999694824219,58.83000183105469
44.662498474121094,108.80000305175781,59.369998931884766
44.505001068115234,108.83000183105469,59.0
43.82500076293945,108.75,58.29999923706055
43.810001373291016,109.38999938964844,58.65999984741211
42.817501068115234,109.08999633789062,58.470001220703125
42.212501525878906,107.19999694824219,57.77000045776367
41.23500061035156,104.27999877929688,56.310001373291016
43.192501068115234,105.79000091552734,57.79999923706055
42.084999084472656,105.93000030517578,57.459999084472656
41.619998931884766,103.95999908447266,57.900001525878906
41.94499969482422,105.30000305175781,57.88999938964844
41.66999816894531,104.5199966430664,56.2400016784668
42.09749984741211,104.93000030517578,58.0
42.90250015258789,106.06999969482422,58.83000183105469
43.20000076293945,106.69000244140625,59.13999938964844
42.095001220703125,103.9800033569336,58.34000015258789
42.51250076293945,104.70999908447266,58.70000076293945
43.3125,107.55000305175781,59.40999984741211
43.11000061035156,107.62999725341797,59.41999816894531
43.53499984741211,108.33000183105469,59.43000030517578
43.682498931884766,107.69000244140625,59.2400016784668
43.95500183105469,108.91999816894531,59.43000030517578
44.560001373291016,110.6500015258789,59.83000183105469
44.459999084472656,111.41999816894531,59.5
43.20000076293945,110.70999908447266,59.220001220703125
41.43000030517578,110.56999969482422,58.0
41.310001373291016,109.81999969482422,58.15999984741211
40.73500061035156,109.63999938964844,57.810001373291016
40.912498474121094,109.41999816894531,57.709999084472656
41.05500030517578,109.83000183105469,59.380001068115234
40.58000183105469,110.1500015258789,58.36000061035156
41.314998626708984,109.83000183105469,57.56999969482422
42.275001525878906,108.4800033569336,58.130001068115234
44.14250183105469,107.62999725341797,56.70000076293945
44.22249984741211,107.69000244140625,56.130001068115234
45.95750045776367,108.02999877929688,57.68000030517578
46.290000915527344,107.30999755859375,57.45000076293945
46.51250076293945,107.83999633789062,57.66999816894531
46.84000015258789,105.77999877929688,57.040000915527344
47.5099983215332,108.75,57.650001525878906
47.147499084472656,108.37000274658203,57.27000045776367
47.037498474121094,107.37999725341797,57.130001068115234
46.61000061035156,107.9800033569336,56.63999938964844
47.04499816894531,107.30000305175781,57.150001525878906
46.747501373291016,106.25,57.20000076293945
46.57749938964844,106.41000366210938,57.15999984741211
46.907501220703125,108.37999725341797,57.34000015258789
46.790000915527344,109.30999755859375,56.959999084472656
47.09000015258789,110.83999633789062,57.4900016784668
47.037498474121094,110.86000061035156,57.68000030517578
47.14500045776367,110.56999969482422,57.91999816894531
46.974998474121094,109.68000030517578,57.22999954223633
46.875,109.47000122070312,57.47999954223633
46.717498779296875,107.33999633789062,56.66999816894531
47.560001373291016,109.11000061035156,56.90999984741211
47.95750045776367,109.91000366210938,57.06999969482422
48.32749938964844,112.33999633789062,55.68000030517578
48.494998931884766,113.58000183105469,57.16999816894531
48.3650016784668,112.22000122070312,57.13999938964844
47.92499923706055,112.30000305175781,56.599998474121094
47.807498931884766,112.51000213623047,56.47999954223633
48.06999969482422,113.27999877929688,56.47999954223633
47.67499923706055,113.62999725341797,56.209999084472656
47.70000076293945,113.9000015258789,57.02000045776367
47.209999084472656,114.5199966430664,57.11000061035156
47.185001373291016,115.5,57.220001220703125
46.42250061035156,115.80000305175781,57.43000030517578
46.625,115.97000122070312,52.220001220703125
46.3650016784668,117.05000305175781,50.619998931884766
46.22999954223633,117.70999908447266,51.2400016784668
45.54249954223633,116.05000305175781,50.65999984741211
46.10749816894531,115.4800033569336,50.380001068115234
46.040000915527344,115.41000366210938,49.84000015258789
46.375,117.11000061035156,48.540000915527344
46.27750015258789,116.37000274658203,48.849998474121094
46.79499816894531,116.51000213623047,49.060001373291016
45.97999954223633,115.9000015258789,48.77000045776367
46.349998474121094,117.4800033569336,48.61000061035156
46.99250030517578,118.41000366210938,48.97999954223633
47.64500045776367,118.30000305175781,49.900001525878906
47.587501525878906,118.63999938964844,50.41999816894531
46.970001220703125,120.31999969482422,50.13999938964844
47.75749969482422,120.7699966430664,50.25
47.83250045776367,120.7699966430664,51.619998931884766
47.727500915527344,121.3499984741211,50.939998626708984
47.86249923706055,122.44999694824219,51.279998779296875
47.599998474121094,123.19000244140625,51.150001525878906
47.970001220703125,122.18000030517578,51.34000015258789
47.86000061035156,121.68000030517578,50.90999984741211
47.90250015258789,122.0199966430664,51.189998626708984
48.25,121.47000122070312,51.16999816894531
48.70500183105469,124.05000305175781,51.619998931884766
48.5525016784668,125.1500015258789,51.45000076293945
47.744998931884766,123.44999694824219,52.150001525878906
47.477500915527344,120.4800033569336,51.900001525878906
47.5724983215332,121.30000305175781,52.38999938964844
50.375,120.9000015258789,51.93000030517578
51.84749984741211,121.5199966430664,51.68000030517578
51.997501373291016,117.66999816894531,52.22999954223633
52.26750183105469,119.22000122070312,52.06999969482422
51.77750015258789,121.0,52.06999969482422
51.8125,119.81999969482422,51.54999923706055
52.220001220703125,121.44999694824219,51.91999816894531
51.88249969482422,121.01000213623047,51.5099983215332
52.217498779296875,121.3499984741211,51.810001373291016
52.4375,121.0,52.59000015258789
52.560001373291016,120.27999877929688,52.75
