BTC-USD,ETH-USD,XRP-USD
13657.2001953125,772.6409912109375,2.3910300731658936
14982.099609375,884.4439697265625,2.4809000492095947
15201.0,962.719970703125,3.105370044708252
15599.2001953125,980.9219970703125,3.1966300010681152
17429.5,997.719970703125,3.0487101078033447
17527.0,1041.6800537109375,3.0939700603485107
16477.599609375,1153.1700439453125,3.377810001373291
15170.099609375,1148.530029296875,2.456209897994995
14595.400390625,1299.739990234375,2.1017799377441406
14973.2998046875,1255.8199462890625,1.9749200344085693
13405.7998046875,1154.9300537109375,1.9507999420166016
13980.599609375,1273.199951171875,2.0432300567626953
14360.2001953125,1396.4200439453125,2.0213499069213867
13772.0,1366.77001953125,1.8611899614334106
13819.7998046875,1291.9200439453125,1.6767300367355347
11490.5,1053.68994140625,1.1792399883270264
11188.599609375,1014.25,1.306339979171753
11474.900390625,1036.280029296875,1.5965800285339355
11607.400390625,1039.0999755859375,1.552049994468689
12899.2001953125,1155.1500244140625,1.5786199569702148
11600.099609375,1049.5799560546875,1.3800400495529175
10931.400390625,1003.260009765625,1.3573499917984009
10868.400390625,986.22900390625,1.3370699882507324
11359.400390625,1058.780029296875,1.3571499586105347
11259.400390625,1056.030029296875,1.3122299909591675
11171.400390625,1055.1700439453125,1.217270016670227
11440.7001953125,1107.0699462890625,1.2191100120544434
11786.2998046875,1246.010009765625,1.3996000289916992
11296.400390625,1182.3599853515625,1.3239699602127075
10106.2998046875,1071.1300048828125,1.1385600566864014
10221.099609375,1118.31005859375,1.1623899936676025
9170.5400390625,1036.7900390625,0.9625300168991089
8830.75,915.7849731445312,0.8847839832305908
9174.91015625,964.0189819335938,0.9240429997444153
8277.009765625,834.6820068359375,0.8157029747962952
6955.27001953125,697.9509887695312,0.691798985004425
7754.0,793.1220092773438,0.7763929963111877
7621.2998046875,757.0679931640625,0.7238950133323669
8265.58984375,817.8070068359375,0.8052629828453064
8736.98046875,883.864990234375,0.9544280171394348
8621.900390625,860.4149780273438,1.070739984512329
8129.97021484375,814.6599731445312,1.0041600465774536
8926.5703125,868.7069702148438,1.0810099840164185
8598.3095703125,845.2579956054688,1.0274100303649902
9494.6298828125,923.5609741210938,1.1416200399398804
10166.400390625,936.9760131835938,1.1468600034713745
10233.900390625,944.2100219726562,1.1380300521850586
11112.7001953125,974.114990234375,1.2049800157546997
10551.7998046875,923.9210205078125,1.120460033416748
11225.2998046875,943.864990234375,1.1444200277328491
11403.7001953125,895.3709716796875,1.089460015296936
10690.400390625,849.9710083007812,1.0153900384902954
10005.0,812.844970703125,0.9417880177497864
10301.099609375,864.1890258789062,0.9988549947738647
9813.0703125,840.5150146484375,0.9544020295143127
9664.73046875,844.8099975585938,0.9434869885444641
10366.7001953125,869.3150024414062,0.9568589925765991
10725.599609375,878.2650146484375,0.9473050236701965
10397.900390625,855.198974609375,0.9045829772949219
10951.0,872.2000122070312,0.9283469915390015
11086.400390625,856.85302734375,0.9101439714431763
11489.7001953125,857.2249755859375,0.907804012298584
11512.599609375,866.677978515625,1.0055400133132935
11573.2998046875,853.6840209960938,0.9593679904937744
10779.900390625,816.9509887695312,0.9228870272636414
9965.5703125,752.8309936523438,0.871209979057312
9395.009765625,704.5960083007812,0.8258569836616516
9337.5498046875,728.916015625,0.8497610092163086
8866.0,686.8900146484375,0.7966269850730896
9578.6298828125,723.3389892578125,0.8311219811439514
9205.1201171875,699.8309936523438,0.8010479807853699
9194.849609375,690.8270263671875,0.7897109985351562
8269.8095703125,614.291015625,0.7019019722938538
8300.8603515625,611.3040161132812,0.6972690224647522
8338.349609375,601.666015625,0.6892600059509277
7916.8798828125,552.7789916992188,0.6378560066223145
8223.6796875,538.6439819335938,0.6587769985198975
8630.650390625,556.7260131835938,0.7490800023078918
8913.4697265625,557.1749877929688,0.7098079919815063
8929.2802734375,561.7319946289062,0.693664014339447
8728.4697265625,539.7020263671875,0.6627429723739624
8879.6201171875,539.6190185546875,0.6431739926338196
8668.1201171875,526.4390258789062,0.6412649750709534
8495.7802734375,524.2869873046875,0.6418750286102295
8209.400390625,489.95098876953125,0.5994629859924316
7833.0400390625,450.1159973144531,0.5779169797897339
7954.47998046875,446.27899169921875,0.5780019760131836
7165.7001953125,385.9679870605469,0.5115110278129578
6890.52001953125,394.6449890136719,0.509564995765686
6973.52978515625,396.4570007324219,0.5123530030250549
6844.22998046875,379.60699462890625,0.4850809872150421
7083.7998046875,386.42498779296875,0.5006880164146423
7456.10986328125,416.89300537109375,0.5580440163612366
6853.83984375,380.5429992675781,0.5016310214996338
6811.47021484375,383.23199462890625,0.49580100178718567
6636.31982421875,370.2850036621094,0.4764310121536255
6911.08984375,385.3139953613281,0.48786699771881104
7023.52001953125,400.50799560546875,0.5003979802131653
6770.72998046875,398.5260009765625,0.4918549954891205
6834.759765625,414.2430114746094,0.4919309914112091
6968.31982421875,430.5400085449219,0.5395060181617737
7889.25,492.9410095214844,0.6287369728088379
7895.9599609375,492.7349853515625,0.6380869746208191
7986.240234375,501.4779968261719,0.6321840286254883
8329.1103515625,531.7020263671875,0.6825339794158936
8058.669921875,511.1470031738281,0.6632969975471497
7902.08984375,502.8940124511719,0.6569330096244812
8163.419921875,524.7890014648438,0.7089319825172424
8294.3095703125,567.8889770507812,0.7919759750366211
8845.830078125,615.718017578125,0.924465000629425
8895.580078125,605.39501953125,0.8731030225753784
8802.4599609375,621.8599853515625,0.8699949979782104
8930.8798828125,642.5479736328125,0.8766570091247559
